start	end	text
9082100	9087100	much less show up and do the work. So I think it's only fair if we're going to put this upon our municipalities,
9087100	9095100	our school districts, our community colleges, our cities, our colleges that we need to give them some time.
9095100	9104100	So my amendment would just give all government entities four years from the date of publish to complete any remodeling
9104100	9108100	or reconstruction of any building that's owned by the government.
9108100	9112100	And I think this is necessary because in our country right now,
9112100	9116100	we've really been cracking down a lot on immigration.
9116100	9122100	And I've noticed that a lot of my friends who are builders are having a harder time staffing their crews.
9122100	9128100	So that's just going to add to more trouble as far as trying to get this construction done in a timely fashion.
9128100	9132100	I know that in Johnson County, we have a lot of people there in the construction industry,
9132100	9138100	but I can only imagine when you live in a small town, it might be hard for you to get all of the trades involved,
9138100	9146100	the plumbing, the electrician, the tile workers, all of that to show up and get your school bathroom remodeled in a month.
9146100	9152100	So I'd like for us to give our municipalities a four-year window to get this construction done,
9152100	9156100	make sure that any litigation that happens surely in four years, it'll be all played out.
9156100	9162100	But this won't be an immediate cost on any existing buildings owned by the government.
9162100	9164100	Happy to stand for questions.
9164100	9170100	Does any member wish to speak to the amendment? The chair recognizes Representative Humphreys.
9178100	9182100	Thank you, Mr. Chair. I'm a little perplexed by the amendment,
9182100	9188100	because I just want to read from the bill that says that this subsection,
9188100	9192100	which is amended here,
9192100	9200100	this subsection shall not be construed to prohibit a governing body or chief administrative officer
9200100	9204100	from establishing a single occupancy private space.
9204100	9210100	So the bill says if an entity wants to do a single occupancy private space,
9210100	9214100	they may, that would be totally their choice.
9214100	9222100	This bill has nothing in it that says that they must comply that they have to do it.
9222100	9230100	And the amendment says that they would have four years to comply with the provisions of this subsection.
9230100	9236100	The subsection doesn't require anything to be built.
9236100	9242100	So I would obviously ask that you vote down the amendment. Thank you.
9242100	9248100	Does any other member wish to speak to the amendment? Seeing none, Representative, you may close on your motion.
9248100	9254100	I guess I would just argue that if this bill truly does not require construction,
9254100	9256100	I think it should have come out and said that.
9256100	9262100	And if that's so, then it won't hurt for you to vote yes on my amendment, because we'll make sure that our municipalities are school districts,
